Attendance,Date,Home,Away,Home_Avg_Attendance,Home_Last3_Avg,Matchup_Avg_Attendance,Home_Is_Big3,Away_Is_Big3,Day_Type,Round_Num
3681,2023-05-08,Famalicao,Chaves,3729,4039,3729,0,0,weekday,31
4092,2023-05-08,Arouca,FC Porto,1675,1503,1675,0,1,weekday,31
3265,2023-05-12,Gil Vicente,Boavista,4763,7844,4763,0,0,weekend,32
2475,2023-05-13,Chaves,Pacos de Ferreira,4041,5401,4041,0,0,weekend,32
2717,2023-05-13,Vizela,Famalicao,3350,3611,3350,0,0,weekend,32
4404,2023-05-13,Portimonense,Benfica,1853,1269,1853,0,1,weekend,32
27130,2023-05-13,Sporting CP,Maritimo,28766,28877,28766,1,0,weekend,32
4001,2023-05-14,Rio Ave,Vitoria de Guimaraes,2824,3061,2824,0,0,weekend,32
16442,2023-05-14,Braga,Santa Clara,15493,16570,15493,0,0,weekend,32
35203,2023-05-14,FC Porto,Casa Pia AC,41723,41478,41723,1,0,weekend,32
2826,2023-05-15,Estoril,Arouca,2489,2508,2489,0,0,weekday,32
10181,2023-05-19,Maritimo,Vizela,8404,9003,8404,0,0,weekend,33
4992,2023-05-20,Famalicao,FC Porto,3726,3922,3726,0,1,weekend,33
9265,2023-05-20,Boavista,Braga,6349,5798,6349,0,0,weekend,33
1993,2023-05-20,Arouca,Chaves,1826,2518,1826,0,0,weekend,33
635,2023-05-20,Santa Clara,Portimonense,2256,671,2256,0,0,weekend,33
22733,2023-05-21,Vitoria de Guimaraes,Gil Vicente,15697,18903,15697,0,0,weekend,33
302,2023-05-21,Casa Pia AC,Estoril,3617,4027,3617,0,0,weekend,33
2032,2023-05-21,Pacos de Ferreira,Rio Ave,4578,5878,4578,0,0,weekend,33
39348,2023-05-21,Sporting CP,Benfica,28664,27386,28664,1,1,weekend,33
3037,2023-05-26,Rio Ave,Famalicao,2897,3017,2897,0,0,weekend,34
3309,2023-05-26,Vizela,Sporting CP,3310,3514,3310,0,1,weekend,34
2272,2023-05-27,Gil Vicente,Casa Pia AC,4669,6240,4669,0,0,weekend,34
3135,2023-05-27,Chaves,Boavista,3943,4408,3943,0,0,weekend,34
2736,2023-05-27,Estoril,Maritimo,2510,2913,2510,0,0,weekend,34
64012,2023-05-27,Benfica,Santa Clara,56675,60118,56675,1,0,weekend,34
42417,2023-05-27,FC Porto,Vitoria de Guimaraes,41316,41279,41316,1,0,weekend,34
867,2023-05-27,Portimonense,Arouca,2013,2309,2013,0,0,weekend,34
14481,2023-05-27,Braga,Pacos de Ferreira,15553,16881,15553,0,0,weekend,34
19184,2023-08-11,Braga,Famalicao,15490,15643,14331,0,0,weekend,1
3953,2023-08-12,Farense,Casa Pia AC,11951,11951,11951,0,0,weekend,1
37152,2023-08-12,Sporting CP,Vizela,29292,31974,23358,1,0,weekend,1
3606,2023-08-12,Gil Vicente,Portimonense,4528,5744,2235,0,0,weekend,1
3044,2023-08-13,Rio Ave,Chaves,2906,3112,3244,0,0,weekend,1
4300,2023-08-13,Estrela da Amadora,Vitoria de Guimaraes,11951,11951,11951,0,0,weekend,1
1752,2023-08-13,Arouca,Estoril,1836,2609,764,0,0,weekend,1
5674,2023-08-14,Moreirense,FC Porto,11951,11951,11951,0,1,weekday,1
21320,2023-08-14,Boavista,Benfica,6520,6968,10939,0,1,weekday,1
6981,2023-08-18,Casa Pia AC,Sporting CP,3422,625,10509,0,1,weekend,2
2034,2023-08-19,Portimonense,Boavista,1945,2183,2590,0,0,weekend,2
58479,2023-08-19,Benfica,Estrela da Amadora,57107,60779,57107,1,0,weekend,2
5443,2023-08-19,Chaves,Braga,3896,2687,5454,0,0,weekend,2
15127,2023-08-19,Vitoria de Guimaraes,Gil Vicente,16111,21552,22733,0,0,weekend,2
2359,2023-08-20,Estoril,Rio Ave,2524,3253,1742,0,0,weekend,2
48129,2023-08-20,FC Porto,Farense,41380,41848,41380,1,0,weekend,2
2620,2023-08-20,Vizela,Arouca,3310,3483,2722,0,0,weekend,2
4640,2023-08-21,Famalicao,Moreirense,3800,4239,3800,0,0,weekday,2
3624,2023-08-25,Estrela da Amadora,Estoril,4300,4300,4300,0,0,weekend,3
11792,2023-08-26,Gil Vicente,Benfica,4477,3048,11694,0,1,weekend,3
3858,2023-08-26,Farense,Chaves,3953,3953,3953,0,0,weekend,3
2252,2023-08-26,Arouca,Portimonense,1831,2612,839,0,0,weekend,3
4945,2023-08-27,Boavista,Casa Pia AC,7342,11988,3575,0,0,weekend,3
18016,2023-08-27,Vitoria de Guimaraes,Vizela,16056,19297,20031,0,0,weekend,3
40287,2023-08-27,Sporting CP,Famalicao,29729,34543,29443,1,0,weekend,3
4811,2023-08-28,Rio Ave,FC Porto,2913,3361,3980,0,1,weekday,3
2678,2023-09-01,Vizela,Gil Vicente,3272,2882,2824,0,0,weekend,4
3267,2023-09-02,Casa Pia AC,Rio Ave,3620,2613,1859,0,0,weekend,4
4171,2023-09-02,Famalicao,Farense,3847,4438,3847,0,0,weekend,4
2607,2023-09-02,Portimonense,Estrela da Amadora,1950,2435,1950,0,0,weekend,4
60410,2023-09-02,Benfica,Vitoria de Guimaraes,57183,60927,59374,1,0,weekend,4
3056,2023-09-03,Estoril,Boavista,2515,2640,956,0,0,weekend,4
2406,2023-09-03,Chaves,Moreirense,3982,3684,3982,0,0,weekend,4
46516,2023-09-03,FC Porto,Arouca,41755,41916,45725,1,0,weekend,4
22781,2023-09-03,Braga,Sporting CP,15695,16702,17714,0,1,weekend,4
2875,2023-09-09,Moreirense,Braga,5674,5674,5674,0,0,weekend,3
5976,2023-09-15,Estrela da Amadora,FC Porto,3962,3962,3962,0,1,weekend,5
5006,2023-09-16,Farense,Braga,3906,3906,3906,0,0,weekend,5
5584,2023-09-16,Vizela,Benfica,3241,2869,5872,0,1,weekend,5
3075,2023-09-16,Rio Ave,Famalicao,3013,3631,3037,0,0,weekend,5
1346,2023-09-17,Arouca,Casa Pia AC,1853,1999,1071,0,0,weekend,5
2495,2023-09-17,Gil Vicente,Estoril,4862,5890,2516,0,0,weekend,5
12593,2023-09-17,Vitoria de Guimaraes,Portimonense,16159,18625,12956,0,0,weekend,5
36815,2023-09-17,Sporting CP,Moreirense,30285,38929,30285,1,0,weekend,5
7022,2023-09-18,Boavista,Chaves,7216,11843,4011,0,0,weekday,5
3678,2023-09-22,Famalicao,Arouca,3864,4601,4030,0,0,weekend,6
37617,2023-09-23,FC Porto,Gil Vicente,42006,45687,35509,1,0,weekend,6
3830,2023-09-23,Casa Pia AC,Vitoria de Guimaraes,3601,3517,1818,0,0,weekend,6
1695,2023-09-23,Moreirense,Farense,4274,4274,4274,0,0,weekend,6
4258,2023-09-23,Estoril,Vizela,2543,2717,1815,0,0,weekend,6
2420,2023-09-24,Chaves,Estrela da Amadora,3899,3661,3899,0,0,weekend,6
4354,2023-09-24,Portimonense,Benfica,1985,1836,4404,0,1,weekend,6
16394,2023-09-24,Braga,Boavista,16068,18815,12357,0,0,weekend,6
34355,2023-09-25,Sporting CP,Rio Ave,30611,38085,31760,1,0,weekday,6
3630,2023-09-28,Estrela da Amadora,Braga,4633,4633,4633,0,0,rare,7
62247,2023-09-29,Benfica,FC Porto,57353,60967,62028,1,1,weekend,7
6020,2023-09-30,Farense,Sporting CP,4272,4272,4272,0,1,weekend,7
2712,2023-09-30,Vizela,Portimonense,3358,3627,2435,0,0,weekend,7
7809,2023-09-30,Boavista,Famalicao,7207,11096,5530,0,0,weekend,7
1765,2023-10-01,Arouca,Chaves,1828,1783,1993,0,0,weekend,7
15101,2023-10-01,Vitoria de Guimaraes,Estoril,15981,15245,15652,0,0,weekend,7
2695,2023-10-01,Rio Ave,Moreirense,3016,3643,3016,0,0,weekend,7
2702,2023-10-02,Gil Vicente,Casa Pia AC,4744,5964,2272,0,0,weekday,7
2388,2023-10-06,Moreirense,Boavista,3415,3415,3415,0,0,weekend,8
4966,2023-10-07,Estoril,Benfica,2629,3224,4858,0,1,weekend,8
2522,2023-10-07,Chaves,Gil Vicente,3825,3423,2794,0,0,weekend,8
4811,2023-10-07,Farense,Vizela,4709,4961,4709,0,0,weekend,8
16093,2023-10-07,Braga,Rio Ave,16084,19453,9456,0,0,weekend,8
43230,2023-10-08,FC Porto,Portimonense,41786,44087,35802,1,0,weekend,8
36688,2023-10-08,Sporting CP,Arouca,30789,37152,25584,1,0,weekend,8
2861,2023-10-08,Casa Pia AC,Estrela da Amadora,3613,4693,3613,0,0,weekend,8
4278,2023-10-08,Famalicao,Vitoria de Guimaraes,3855,4163,4042,0,0,weekend,8
1037,2023-10-27,Arouca,Moreirense,1825,1788,1825,0,0,weekend,9
4504,2023-10-28,Gil Vicente,Braga,4647,5663,5627,0,0,weekend,9
12984,2023-10-28,Vitoria de Guimaraes,Chaves,15939,15237,9347,0,0,weekend,9
1579,2023-10-28,Portimonense,Estoril,2103,2998,1304,0,0,weekend,9
57240,2023-10-28,Benfica,Casa Pia AC,57597,60379,58763,1,0,weekend,9
1865,2023-10-29,Rio Ave,Farense,3001,3527,3001,0,0,weekend,9
3137,2023-10-29,Estrela da Amadora,Famalicao,4382,4410,4382,0,0,weekend,9
4435,2023-10-29,Vizela,FC Porto,3327,3658,4679,0,1,weekend,9
12608,2023-10-30,Boavista,Sporting CP,7235,6592,8480,0,1,weekday,9
30306,2023-11-03,FC Porto,Estoril,41855,42454,29116,1,0,weekend,10
8271,2023-11-04,Chaves,Benfica,3763,2449,8297,0,1,weekend,10
2239,2023-11-04,Famalicao,Gil Vicente,3875,4042,4483,0,0,weekend,10
8929,2023-11-04,Braga,Portimonense,16085,18423,16005,0,0,weekend,10
38408,2023-11-05,Sporting CP,Estrela da Amadora,31057,35953,31057,1,0,weekend,10
1586,2023-11-05,Casa Pia AC,Vizela,3577,3319,2912,0,0,weekend,10
4351,2023-11-05,Moreirense,Vitoria de Guimaraes,3158,2319,3158,0,0,weekend,10
2866,2023-11-05,Rio Ave,Boavista,2949,2545,2546,0,0,weekend,10
4237,2023-11-06,Farense,Arouca,4730,5279,4730,0,0,weekday,10
2896,2023-11-10,Estoril,Casa Pia AC,2740,4093,1290,0,0,weekend,11
1553,2023-11-11,Portimonense,Chaves,2078,2847,1411,0,0,weekend,11
3458,2023-11-11,Estrela da Amadora,Moreirense,4133,4248,4133,0,0,weekend,11
2235,2023-11-11,Vizela,Famalicao,3377,4244,2717,0,0,weekend,11
21353,2023-11-11,Vitoria de Guimaraes,FC Porto,15805,13559,19653,0,1,weekend,11
6520,2023-11-12,Boavista,Farense,7480,9146,7480,0,0,weekend,11
3338,2023-11-12,Gil Vicente,Rio Ave,4640,3234,2856,0,0,weekend,11
1525,2023-11-12,Arouca,Braga,1789,1383,2348,0,0,weekend,11
62166,2023-11-12,Benfica,Sporting CP,57580,59966,62295,1,1,weekend,11
2788,2023-12-01,Chaves,Vizela,3968,4404,5489,0,0,weekend,12
4858,2023-12-02,Famalicao,FC Porto,3801,3398,4992,0,1,weekend,12
1187,2023-12-02,Casa Pia AC,Portimonense,3487,2759,556,0,0,weekend,12
4955,2023-12-02,Farense,Vitoria de Guimaraes,4648,5023,4648,0,0,weekend,12
2403,2023-12-02,Rio Ave,Estrela da Amadora,2946,2475,2946,0,0,weekend,12
5664,2023-12-03,Moreirense,Benfica,3397,2811,3397,0,1,weekend,12
3788,2023-12-03,Boavista,Arouca,7438,8979,4689,0,0,weekend,12
12902,2023-12-03,Braga,Estoril,15759,13805,15507,0,0,weekend,12
33712,2023-12-04,Sporting CP,Gil Vicente,31377,36484,27829,1,0,weekday,12
56766,2023-12-08,Benfica,Farense,57789,60551,57789,1,0,weekend,13
3785,2023-12-08,Vizela,Braga,3328,3127,3682,0,0,weekend,13
1188,2023-12-09,Portimonense,Famalicao,2054,2495,1840,0,0,weekend,13
20357,2023-12-09,Vitoria de Guimaraes,Sporting CP,16046,16479,21893,0,1,weekend,13
29130,2023-12-09,FC Porto,Casa Pia AC,41330,37051,35203,1,0,weekend,13
3732,2023-12-10,Estrela da Amadora,Boavista,4021,3408,4021,0,0,weekend,13
1122,2023-12-10,Arouca,Rio Ave,1778,1442,1210,0,0,weekend,13
1578,2023-12-10,Estoril,Chaves,2747,4040,2178,0,0,weekend,13
2382,2023-12-11,Gil Vicente,Moreirense,4583,3515,4583,0,0,weekday,13
4549,2023-12-15,Farense,Estrela da Amadora,4691,4668,4691,0,0,weekend,14
2538,2023-12-16,Rio Ave,Vizela,2923,2378,3038,0,0,weekend,14
1386,2023-12-16,Arouca,Gil Vicente,1750,1228,1759,0,0,weekend,14
8970,2023-12-16,Boavista,Vitoria de Guimaraes,7286,7639,5756,0,0,weekend,14
1980,2023-12-17,Chaves,Casa Pia AC,3916,4527,2451,0,0,weekend,14
1453,2023-12-17,Moreirense,Portimonense,3774,4134,3774,0,0,weekend,14
3599,2023-12-17,Famalicao,Estoril,3847,3792,3407,0,0,weekend,14
25532,2023-12-17,Braga,Benfica,15635,12641,19398,0,1,weekend,14
44385,2023-12-18,Sporting CP,FC Porto,31474,36269,39528,1,1,weekday,14
21021,2023-12-23,Vitoria de Guimaraes,Rio Ave,16225,18231,9200,0,0,weekend,15
4334,2023-12-23,Vizela,Moreirense,3347,3485,3347,0,0,weekend,15
4352,2023-12-28,Estrela da Amadora,Arouca,3980,3442,3980,0,0,rare,15
58725,2023-12-29,Benfica,Famalicao,57744,58724,56995,1,0,weekend,15
41529,2023-12-29,FC Porto,Chaves,40800,34222,44109,1,0,weekend,15
2562,2023-12-30,Estoril,Farense,2696,3147,2696,0,0,weekend,15
4986,2023-12-30,Gil Vicente,Boavista,4492,3408,3265,0,0,weekend,15
4153,2023-12-30,Casa Pia AC,Braga,3387,1878,1016,0,0,weekend,15
4574,2023-12-30,Portimonense,Sporting CP,2017,1440,4474,0,1,weekend,15
37483,2024-01-05,Sporting CP,Estoril,31991,38835,22313,1,0,weekend,16
13945,2024-01-05,Boavista,FC Porto,7353,6426,11335,0,1,weekend,16
3086,2024-01-06,Estrela da Amadora,Vizela,4026,3847,4026,0,0,weekend,16
4437,2024-01-06,Farense,Gil Vicente,4674,4580,4674,0,0,weekend,16
4437,2024-01-06,Arouca,Benfica,1736,1344,4614,0,1,weekend,16
22385,2024-01-06,Braga,Vitoria de Guimaraes,16047,15788,21736,0,0,weekend,16
2927,2024-01-07,Famalicao,Chaves,3836,3565,3681,0,0,weekend,16
2593,2024-01-07,Rio Ave,Portimonense,2908,2602,1693,0,0,weekend,16
944,2024-01-08,Moreirense,Casa Pia AC,3443,3823,3443,0,0,weekday,16
3611,2024-01-12,Portimonense,Farense,2123,2438,2123,0,0,weekend,17
1240,2024-01-13,Casa Pia AC,Famalicao,3418,2309,917,0,0,weekend,17
5690,2024-01-13,Chaves,Sporting CP,3836,4346,4981,0,1,weekend,17
1762,2024-01-13,Estoril,Moreirense,2691,2345,2691,0,0,weekend,17
2349,2024-01-14,Gil Vicente,Estrela da Amadora,4512,3569,4512,0,0,weekend,17
55238,2024-01-14,Benfica,Rio Ave,57785,59219,56176,1,0,weekend,17
1998,2024-01-14,Vizela,Boavista,3386,3451,3403,0,0,weekend,17
41402,2024-01-14,FC Porto,Braga,40830,33655,44830,1,0,weekend,17
11206,2024-01-15,Vitoria de Guimaraes,Arouca,16417,20910,21717,0,0,weekday,17
3988,2024-01-18,Famalicao,Braga,3800,3795,4637,0,0,rare,18
4386,2024-01-18,Vizela,Sporting CP,3333,3372,3309,0,1,rare,18
54345,2024-01-19,Benfica,Boavista,57683,56910,56413,1,0,weekend,18
34218,2024-01-20,FC Porto,Moreirense,40853,37354,40853,1,0,weekend,18
1726,2024-01-20,Casa Pia AC,Farense,3331,2193,3331,0,0,weekend,18
2184,2024-01-20,Estoril,Arouca,2654,1967,2826,0,0,weekend,18
1946,2024-01-21,Portimonense,Gil Vicente,2183,3124,1278,0,0,weekend,18
3236,2024-01-21,Chaves,Rio Ave,3910,3486,2987,0,0,weekend,18
19033,2024-01-21,Vitoria de Guimaraes,Estrela da Amadora,16217,17528,16217,0,0,weekend,18
6917,2024-01-28,Boavista,Portimonense,7607,8901,4371,0,0,weekend,19
2327,2024-01-28,Moreirense,Famalicao,3130,2687,3130,0,0,weekend,19
6356,2024-01-28,Farense,FC Porto,4647,4647,4647,0,1,weekend,19
1151,2024-01-28,Arouca,Vizela,1840,2315,1742,0,0,weekend,19
7617,2024-01-28,Gil Vicente,Vitoria de Guimaraes,4428,3239,3088,0,0,weekend,19
6398,2024-01-29,Estrela da Amadora,Benfica,3922,3723,3922,0,1,weekday,19
32869,2024-01-29,Sporting CP,Casa Pia AC,32202,38527,26679,1,0,weekday,19
3058,2024-01-31,Rio Ave,Estoril,2896,2511,2654,0,0,rare,19
11019,2024-01-31,Braga,Chaves,16301,20273,12494,0,0,rare,19
1657,2024-02-03,Portimonense,Arouca,2174,3377,867,0,0,weekend,20
39330,2024-02-03,FC Porto,Rio Ave,40598,39050,40629,1,0,weekend,20
12275,2024-02-04,Braga,Moreirense,16098,19645,16098,0,0,weekend,20
58722,2024-02-04,Benfica,Gil Vicente,57555,56103,57266,1,0,weekend,20
3486,2024-02-04,Estoril,Estrela da Amadora,2636,2169,2636,0,0,weekend,20
5155,2024-02-04,Vizela,Vitoria de Guimaraes,3372,3573,3820,0,0,weekend,20
2308,2024-02-04,Chaves,Farense,3884,3635,3884,0,0,weekend,20
1261,2024-02-05,Casa Pia AC,Boavista,3270,2373,1136,0,0,weekday,20
1437,2024-02-09,Estrela da Amadora,Portimonense,4169,4612,4169,0,0,weekend,21
4815,2024-02-10,Farense,Famalicao,4818,5114,4818,0,0,weekend,21
1340,2024-02-10,Moreirense,Chaves,3041,1575,3041,0,0,weekend,21
7112,2024-02-10,Boavista,Estoril,7581,9944,5379,0,0,weekend,21
2682,2024-02-11,Rio Ave,Casa Pia AC,2902,2730,2752,0,0,weekend,21
39851,2024-02-11,Sporting CP,Braga,32227,38246,26338,1,0,weekend,21
25015,2024-02-11,Vitoria de Guimaraes,Benfica,16321,17087,19231,0,1,weekend,21
3157,2024-02-12,Arouca,FC Porto,1814,2325,4092,0,1,weekday,21
3958,2024-02-13,Gil Vicente,Vizela,4546,4984,3212,0,0,rare,21
4173,2024-02-16,Famalicao,Rio Ave,3807,3505,3660,0,0,weekend,22
2144,2024-02-17,Portimonense,Vitoria de Guimaraes,2155,2405,3032,0,0,weekend,22
30613,2024-02-17,FC Porto,Estrela da Amadora,40551,38317,40551,1,0,weekend,22
2315,2024-02-17,Chaves,Boavista,3826,3745,3135,0,0,weekend,22
1244,2024-02-18,Casa Pia AC,Arouca,3195,1409,1022,0,0,weekend,22
56191,2024-02-18,Benfica,Vizela,57598,56102,47958,1,0,weekend,22
3596,2024-02-18,Estoril,Gil Vicente,2667,2477,1612,0,0,weekend,22
11270,2024-02-18,Braga,Farense,15956,15226,15956,0,0,weekend,22
5163,2024-02-19,Moreirense,Sporting CP,2871,1537,2871,0,1,weekday,22
1361,2024-02-23,Arouca,Famalicao,1862,2915,1018,0,0,weekend,23
4894,2024-02-24,Estrela da Amadora,Chaves,3921,3640,3921,0,0,weekend,23
4646,2024-02-24,Farense,Moreirense,4818,5203,4818,0,0,weekend,23
13689,2024-02-24,Vitoria de Guimaraes,Casa Pia AC,16632,18418,14231,0,0,weekend,23
1910,2024-02-25,Vizela,Estoril,3436,3846,2335,0,0,weekend,23
57201,2024-02-25,Benfica,Portimonense,57548,56419,50559,1,0,weekend,23
7121,2024-02-25,Gil Vicente,FC Porto,4525,4641,8458,0,1,weekend,23
4406,2024-02-25,Rio Ave,Sporting CP,2894,2778,4125,0,1,weekend,23
8905,2024-02-26,Boavista,Braga,7564,9325,9265,0,0,weekday,23
1927,2024-03-01,Chaves,Arouca,3772,2620,1768,0,0,weekend,24
9564,2024-03-02,Braga,Estrela da Amadora,15789,11521,15789,0,0,weekend,24
2086,2024-03-02,Estoril,Vitoria de Guimaraes,2700,3089,1624,0,0,weekend,24
1542,2024-03-02,Moreirense,Rio Ave,3079,2943,3079,0,0,weekend,24
1253,2024-03-03,Casa Pia AC,Gil Vicente,3126,1410,772,0,0,weekend,24
1610,2024-03-03,Portimonense,Vizela,2154,1916,1284,0,0,weekend,24
39063,2024-03-03,Sporting CP,Farense,32499,36734,32499,1,0,weekend,24
49013,2024-03-03,FC Porto,Benfica,40196,34720,49500,1,1,weekend,24
3198,2024-03-04,Famalicao,Boavista,3821,3696,3783,0,0,weekday,24
2811,2024-03-08,Portimonense,FC Porto,2135,1804,3969,0,1,weekend,25
1972,2024-03-08,Estrela da Amadora,Casa Pia AC,4002,4243,4002,0,0,weekend,25
12909,2024-03-09,Vitoria de Guimaraes,Famalicao,16530,19246,14968,0,0,weekend,25
2753,2024-03-09,Rio Ave,Braga,2946,3382,3071,0,0,weekend,25
2006,2024-03-09,Vizela,Farense,3383,3817,3383,0,0,weekend,25
6441,2024-03-09,Boavista,Moreirense,7611,7645,7611,0,0,weekend,25
4061,2024-03-10,Arouca,Sporting CP,1845,1890,2364,0,1,weekend,25
48964,2024-03-10,Benfica,Estoril,57536,57371,58036,1,0,weekend,25
3033,2024-03-11,Gil Vicente,Chaves,4615,6232,3761,0,0,weekday,25
1870,2024-03-15,Estoril,Portimonense,2679,3056,1714,0,0,weekend,26
30117,2024-03-16,FC Porto,Vizela,40500,39652,41211,1,0,weekend,26
4713,2024-03-16,Farense,Rio Ave,4804,5272,4804,0,0,weekend,26
3490,2024-03-16,Famalicao,Estrela da Amadora,3798,3786,3798,0,0,weekend,26
14097,2024-03-16,Braga,Gil Vicente,15574,11036,18197,0,0,weekend,26
4005,2024-03-17,Chaves,Vitoria de Guimaraes,3708,2183,7526,0,0,weekend,26
1664,2024-03-17,Moreirense,Arouca,2951,2682,2951,0,0,weekend,26
6925,2024-03-17,Casa Pia AC,Benfica,3061,1253,22253,0,1,weekend,26
38260,2024-03-17,Sporting CP,Boavista,32725,37261,27535,1,0,weekend,26
4255,2024-03-29,Gil Vicente,Famalicao,4562,4704,4245,0,0,weekend,27
55351,2024-03-29,Benfica,Chaves,57250,54119,54990,1,0,weekend,27
6764,2024-03-29,Estrela da Amadora,Sporting CP,3846,2768,3846,0,1,weekend,27
1127,2024-03-30,Arouca,Farense,1919,2860,1919,0,0,weekend,27
15143,2024-03-30,Vitoria de Guimaraes,Moreirense,16409,17204,16409,0,0,weekend,27
7754,2024-03-30,Boavista,Rio Ave,7572,7486,6260,0,0,weekend,27
4578,2024-03-30,Estoril,FC Porto,2652,2517,4438,0,1,weekend,27
2235,2024-03-31,Vizela,Casa Pia AC,3337,3024,3008,0,0,weekend,27
2204,2024-04-01,Portimonense,Braga,2158,2188,1290,0,0,weekday,27
4928,2024-04-05,Farense,Boavista,4797,4725,4797,0,0,weekend,28
13031,2024-04-06,Braga,Arouca,15525,11644,13407,0,0,weekend,28
48113,2024-04-06,Sporting CP,Benfica,32910,39058,39348,1,1,weekend,28
3713,2024-04-06,Famalicao,Vizela,3788,3620,3334,0,0,weekend,28
3085,2024-04-06,Rio Ave,Gil Vicente,2939,3280,3036,0,0,weekend,28
34582,2024-04-07,FC Porto,Vitoria de Guimaraes,40154,36581,42417,1,0,weekend,28
1360,2024-04-07,Moreirense,Estrela da Amadora,2852,2790,2852,0,0,weekend,28
2120,2024-04-07,Chaves,Portimonense,3718,2749,3301,0,0,weekend,28
1391,2024-04-08,Casa Pia AC,Estoril,3190,3141,302,0,0,weekday,28
